ncbi_gene_id,gene_symbol,pathway_sources
135941,OR2A14,R-HSA-9752946|Expression and translocation of olfactory receptors
135946,OR6B1,R-HSA-9752946|Expression and translocation of olfactory receptors
135948,OR2F2,R-HSA-9752946|Expression and translocation of olfactory receptors
136051,ZNF786,R-HSA-212436|Generic Transcription Pathway
136227,COL26A1,R-HSA-1442490|Collagen degradation ; R-HSA-1650814|Collagen biosynthesis and modifying enzymes ; R-HSA-8948216|Collagen chain trimerization
136371,ASB10,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
136991,ASZ1,R-HSA-5601884|PIWI-interacting RNA (piRNA) biogenesis
137075,CLDN23,R-HSA-420029|Tight junction interactions
137492,VPS37A,R-HSA-162588|Budding and maturation of HIV virion ; R-HSA-174490|Membrane binding and targetting of GAG proteins ; R-HSA-917729|Endosomal Sorting Complex Required For Transport (ESCRT) ; R-HSA-9610379|HCMV Late Events ; R-HSA-9615710|Late endosomal microautophagy
137682,NDUFAF6,R-HSA-6799198|Complex I biogenesis
137797,LYPD2,R-HSA-163125|Post-translational modification: synthesis of GPI-anchored proteins
137868,SGCZ,R-HSA-9913351|Formation of the dystrophin-glycoprotein complex (DGC)
137872,ADHFE1,R-HSA-880009|Interconversion of 2-oxoglutarate and 2-hydroxyglutarate
137964,GPAT4,R-HSA-1483166|Synthesis of PA
137970,UNC5D,R-HSA-418886|Netrin mediated repulsion signals
138050,HGSNAT,R-HSA-2024096|HS-GAG degradation ; R-HSA-2206291|MPS IIIC - Sanfilippo syndrome C ; R-HSA-6798695|Neutrophil degranulation
138199,CARNMT1,R-HSA-70921|Histidine catabolism
138474,TAF1L,R-HSA-167161|HIV Transcription Initiation ; R-HSA-167162|RNA Polymerase II HIV Promoter Escape ; R-HSA-167172|Transcription of the HIV genome ; R-HSA-674695|RNA Polymerase II Pre-transcription Events ; R-HSA-6804756|Regulation of TP53 Activity through Phosphorylation ; R-HSA-73776|RNA Polymerase II Promoter Escape ; R-HSA-73779|RNA Polymerase II Transcription Pre-Initiation And Promoter Opening ; R-HSA-75953|RNA Polymerase II Transcription Initiation ; R-HSA-76042|RNA Polymerase II Transcription Initiation And Promoter Clearance
138799,OR13C5,R-HSA-9752946|Expression and translocation of olfactory receptors
138802,OR13C8,R-HSA-9752946|Expression and translocation of olfactory receptors
138803,OR13C3,R-HSA-381753|Olfactory Signaling Pathway ; R-HSA-9752946|Expression and translocation of olfactory receptors
138804,OR13C4,R-HSA-9752946|Expression and translocation of olfactory receptors
138805,OR13F1,R-HSA-9752946|Expression and translocation of olfactory receptors
138881,OR1L8,R-HSA-9752946|Expression and translocation of olfactory receptors
138882,OR1N2,R-HSA-381753|Olfactory Signaling Pathway ; R-HSA-9752946|Expression and translocation of olfactory receptors
138883,OR1N1,R-HSA-9752946|Expression and translocation of olfactory receptors
139065,SLITRK4,R-HSA-388844|Receptor-type tyrosine-protein phosphatases
139189,DGKK,R-HSA-114508|Effects of PIP2 hydrolysis
139285,AMER1,R-HSA-195253|Degradation of beta-catenin by the destruction complex ; R-HSA-196299|Beta-catenin phosphorylation cascade ; R-HSA-4641262|Disassembly of the destruction complex and recruitment of AXIN to the membrane ; R-HSA-5339716|Signaling by GSK3beta mutants ; R-HSA-5358747|CTNNB1 S33 mutants aren't phosphorylated ; R-HSA-5358749|CTNNB1 S37 mutants aren't phosphorylated ; R-HSA-5358751|CTNNB1 S45 mutants aren't phosphorylated ; R-HSA-5358752|CTNNB1 T41 mutants aren't phosphorylated ; R-HSA-5467337|APC truncation mutants have impaired AXIN binding ; R-HSA-5467340|AXIN missense mutants destabilize the destruction complex ; R-HSA-5467348|Truncations of AMER1 destabilize the destruction complex ; R-HSA-8951664|Neddylation ; R-HSA-9755511|KEAP1-NFE2L2 pathway
139322,APOOL,R-HSA-114608|Platelet degranulation ; R-HSA-8949613|Cristae formation
139341,FUNDC1,R-HSA-8934903|Receptor Mediated Mitophagy
139716,GAB3,R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
139760,GPR119,"R-HSA-381771|Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) ; R-HSA-400511|Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"
139818,DOCK11,R-HSA-9013148|CDC42 GTPase cycle ; R-HSA-9013149|RAC1 GTPase cycle ; R-HSA-983231|Factors involved in megakaryocyte development and platelet production
140032,RPS4Y2,"R-HSA-156827|L13a-mediated translational silencing of Ceruloplasmin expression ; R-HSA-156902|Peptide chain elongation ; R-HSA-1799339|SRP-dependent cotranslational protein targeting to membrane ; R-HSA-192823|Viral mRNA Translation ; R-HSA-2408557|Selenocysteine synthesis ; R-HSA-6791226|Major pathway of rRNA processing in the nucleolus and cytosol ; R-HSA-72649|Translation initiation complex formation ; R-HSA-72689|Formation of a pool of free 40S subunits ; R-HSA-72695|Formation of the ternary complex, and subsequently, the 43S complex ; R-HSA-72702|Ribosomal scanning and start codon recognition ; R-HSA-72706|GTP hydrolysis and joining of the 60S ribosomal subunit ; R-HSA-72764|Eukaryotic Translation Termination ; R-HSA-9010553|Regulation of expression of SLITs and ROBOs ; R-HSA-9633012|Response of EIF2AK4 (GCN2) to amino acid deficiency ; R-HSA-9735869|SARS-CoV-1 modulates host translation machinery ; R-HSA-9754678|SARS-CoV-2 modulates host translation machinery ; R-HSA-975956|Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) ; R-HSA-975957|Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) ; R-HSA-9954714|PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA ; R-HSA-9954716|ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA"
140258,KRTAP13-1,R-HSA-6805567|Keratinization
140453,MUC17,R-HSA-5083625|Defective GALNT3 causes HFTC ; R-HSA-5083632|Defective C1GALT1C1 causes TNPS ; R-HSA-5083636|Defective GALNT12 causes CRCS1 ; R-HSA-5621480|Dectin-2 family ; R-HSA-913709|O-linked glycosylation of mucins ; R-HSA-977068|Termination of O-glycan biosynthesis
140456,ASB11,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
140458,ASB5,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
140459,ASB6,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
140460,ASB7,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
140461,ASB8,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
140462,ASB9,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
140465,MYL6B,R-HSA-445355|Smooth Muscle Contraction
140469,MYO3B,R-HSA-9662360|Sensory processing of sound by inner hair cells of the cochlea ; R-HSA-9662361|Sensory processing of sound by outer hair cells of the cochlea
140596,DEFB104A,R-HSA-1461957|Beta defensins ; R-HSA-1461973|Defensins
140609,NEK7,"R-HSA-2980767|Activation of NIMA Kinases NEK9, NEK6, NEK7 ; R-HSA-3301854|Nuclear Pore Complex (NPC) Disassembly ; R-HSA-9648025|EML4 and NUDC in mitotic spindle formation"
140612,ZFP28,R-HSA-212436|Generic Transcription Pathway
140628,GATA5,R-HSA-983231|Factors involved in megakaryocyte development and platelet production
140679,SLC32A1,"R-HSA-442660|SLC-mediated transport of neurotransmitters ; R-HSA-888590|GABA synthesis, release, reuptake and degradation"
140683,BPIFA2,R-HSA-6803157|Antimicrobial peptides
140687,GCNT7,R-HSA-913709|O-linked glycosylation of mucins
140691,TRIM69,R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
140735,DYNLL2,R-HSA-139910|Activation of BMF and translocation to mitochondria ; R-HSA-141444|Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal ; R-HSA-1632852|Macroautophagy ; R-HSA-2132295|MHC class II antigen presentation ; R-HSA-2467813|Separation of Sister Chromatids ; R-HSA-2500257|Resolution of Sister Chromatid Cohesion ; R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand ; R-HSA-5620924|Intraflagellar transport ; R-HSA-5663220|RHO GTPases Activate Formins ; R-HSA-6807878|COPI-mediated anterograde transport ; R-HSA-6811436|COPI-independent Golgi-to-ER retrograde traffic ; R-HSA-68877|Mitotic Prometaphase ; R-HSA-9609690|HCMV Early Events ; R-HSA-9646399|Aggrephagy ; R-HSA-9648025|EML4 and NUDC in mitotic spindle formation
140739,UBE2F,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
140766,ADAMTS14,R-HSA-1650814|Collagen biosynthesis and modifying enzymes ; R-HSA-5083635|Defective B3GALTL causes PpS ; R-HSA-5173214|O-glycosylation of TSR domain-containing proteins
140801,RPL10L,R-HSA-156827|L13a-mediated translational silencing of Ceruloplasmin expression ; R-HSA-156902|Peptide chain elongation ; R-HSA-1799339|SRP-dependent cotranslational protein targeting to membrane ; R-HSA-192823|Viral mRNA Translation ; R-HSA-2408557|Selenocysteine synthesis ; R-HSA-6791226|Major pathway of rRNA processing in the nucleolus and cytosol ; R-HSA-72689|Formation of a pool of free 40S subunits ; R-HSA-72706|GTP hydrolysis and joining of the 60S ribosomal subunit ; R-HSA-72764|Eukaryotic Translation Termination ; R-HSA-9010553|Regulation of expression of SLITs and ROBOs ; R-HSA-9633012|Response of EIF2AK4 (GCN2) to amino acid deficiency ; R-HSA-975956|Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) ; R-HSA-975957|Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) ; R-HSA-9954709|Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide ; R-HSA-9954714|PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA ; R-HSA-9954716|ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
140803,TRPM6,R-HSA-3295583|TRP channels
140807,KRT72,R-HSA-6805567|Keratinization ; R-HSA-6809371|Formation of the cornified envelope
140809,SRXN1,R-HSA-9818027|NFE2L2 regulating anti-oxidant/detoxification enzymes
140825,NEURL2,R-HSA-8951664|Neddylation
140838,NANP,R-HSA-4085001|Sialic acid metabolism
140850,DEFB127,R-HSA-1461957|Beta defensins ; R-HSA-1461973|Defensins
140881,DEFB129,R-HSA-1461957|Beta defensins ; R-HSA-1461973|Defensins
140885,SIRPA,R-HSA-202733|Cell surface interactions at the vascular wall ; R-HSA-391160|Signal regulatory protein family interactions ; R-HSA-6798695|Neutrophil degranulation
142678,MIB2,R-HSA-2122948|Activated NOTCH1 Transmits Signal to the Nucleus ; R-HSA-2644606|Constitutive Signaling by NOTCH1 PEST Domain Mutants ; R-HSA-2691232|Constitutive Signaling by NOTCH1 HD Domain Mutants ; R-HSA-2894862|Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants ; R-HSA-2979096|NOTCH2 Activation and Transmission of Signal to the Nucleus ; R-HSA-5357786|TNFR1-induced proapoptotic signaling ; R-HSA-5357905|Regulation of TNFR1 signaling ; R-HSA-9013507|NOTCH3 Activation and Transmission of Signal to the Nucleus ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation ; R-HSA-9931295|PD-L1(CD274) glycosylation and translocation to plasma membrane
142680,SLC34A3,R-HSA-427589|Type II Na+/Pi cotransporters ; R-HSA-5619097|Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)
142684,RAB40A,R-HSA-8873719|RAB geranylgeranylation
142685,ASB15,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
142686,ASB14,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
142689,ASB12,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
142827,ACSM6,R-HSA-77352|Beta oxidation of butanoyl-CoA to acetyl-CoA
142891,SAMD8,R-HSA-1660661|Sphingolipid de novo biosynthesis
142910,LIPJ,R-HSA-6809371|Formation of the cornified envelope
143098,MPP7,R-HSA-9013149|RAC1 GTPase cycle ; R-HSA-9013404|RAC2 GTPase cycle ; R-HSA-9013406|RHOQ GTPase cycle ; R-HSA-9013408|RHOG GTPase cycle ; R-HSA-9013409|RHOJ GTPase cycle ; R-HSA-9013423|RAC3 GTPase cycle
143187,VTI1A,R-HSA-6811438|Intra-Golgi traffic ; R-HSA-6811440|Retrograde transport at the Trans-Golgi-Network
143279,HECTD2,R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
143282,FGFBP3,R-HSA-190377|FGFR2b ligand binding and activation
143425,SYT9,R-HSA-6794361|Neurexins and neuroligins ; R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis ; R-HSA-8856828|Clathrin-mediated endocytosis
143471,PSMA8,R-HSA-9907900|Proteasome assembly
143502,OR52I2,R-HSA-9752946|Expression and translocation of olfactory receptors
143503,OR51E1,R-HSA-381753|Olfactory Signaling Pathway ; R-HSA-9752946|Expression and translocation of olfactory receptors
143662,MUC15,R-HSA-5083625|Defective GALNT3 causes HFTC ; R-HSA-5083632|Defective C1GALT1C1 causes TNPS ; R-HSA-5083636|Defective GALNT12 causes CRCS1 ; R-HSA-5621480|Dectin-2 family ; R-HSA-913709|O-linked glycosylation of mucins ; R-HSA-977068|Termination of O-glycan biosynthesis
143686,SESN3,R-HSA-5628897|TP53 Regulates Metabolic Genes
143689,PIWIL4,R-HSA-5601884|PIWI-interacting RNA (piRNA) biogenesis ; R-HSA-9845323|Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)
143872,ARHGAP42,R-HSA-8980692|RHOA GTPase cycle ; R-HSA-9013148|CDC42 GTPase cycle ; R-HSA-9013149|RAC1 GTPase cycle ; R-HSA-9013404|RAC2 GTPase cycle ; R-HSA-9013423|RAC3 GTPase cycle
143884,CWF19L2,R-HSA-72163|mRNA Splicing - Major Pathway
144124,OR10A5,R-HSA-9752946|Expression and translocation of olfactory receptors
144125,OR2AG1,R-HSA-9752946|Expression and translocation of olfactory receptors
144165,PRICKLE1,R-HSA-4608870|Asymmetric localization of PCP proteins
144193,AMDHD1,R-HSA-70921|Histidine catabolism
144195,SLC2A14,R-HSA-189200|Cellular hexose transport
144233,BCDIN3D,R-HSA-203927|MicroRNA (miRNA) biogenesis
144245,ALG10B,"R-HSA-446193|Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
144348,ZNF664,R-HSA-212436|Generic Transcription Pathway
144402,CPNE8,R-HSA-9013148|CDC42 GTPase cycle ; R-HSA-9013405|RHOD GTPase cycle ; R-HSA-9013406|RHOQ GTPase cycle ; R-HSA-9013409|RHOJ GTPase cycle
144453,BEST3,R-HSA-2672351|Stimuli-sensing channels
144455,E2F7,R-HSA-6804116|TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
144501,KRT80,R-HSA-6805567|Keratinization ; R-HSA-6809371|Formation of the cornified envelope
144577,KICS2,R-HSA-9639288|Amino acids regulate mTORC1
144699,FBXL14,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
144715,RAD9B,R-HSA-176187|Activation of ATR in response to replication stress ; R-HSA-5685938|HDR through Single Strand Annealing (SSA) ; R-HSA-5693607|Processing of DNA double-strand break ends ; R-HSA-5693616|Presynaptic phase of homologous DNA pairing and strand exchange ; R-HSA-6804756|Regulation of TP53 Activity through Phosphorylation ; R-HSA-69473|G2/M DNA damage checkpoint ; R-HSA-9709570|Impaired BRCA2 binding to RAD51
145173,B3GLCT,R-HSA-5083635|Defective B3GALTL causes PpS ; R-HSA-5173214|O-glycosylation of TSR domain-containing proteins
145226,RDH12,R-HSA-2453902|The canonical retinoid cycle in rods (twilight vision) ; R-HSA-9918440|Defective visual phototransduction due to RDH12 loss of function
145258,GSC,R-HSA-9754189|Germ layer formation at gastrulation ; R-HSA-9823730|Formation of definitive endoderm
145482,PTGR2,R-HSA-2162123|Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
145873,MESP2,R-HSA-9824272|Somitogenesis
145957,NRG4,"R-HSA-1227986|Signaling by ERBB2 ; R-HSA-1236394|Signaling by ERBB4 ; R-HSA-1250196|SHC1 events in ERBB2 signaling ; R-HSA-1250342|PI3K events in ERBB4 signaling ; R-HSA-1250347|SHC1 events in ERBB4 signaling ; R-HSA-1251985|Nuclear signaling by ERBB4 ; R-HSA-1257604|PIP3 activates AKT signaling ; R-HSA-1963640|GRB2 events in ERBB2 signaling ; R-HSA-1963642|PI3K events in ERBB2 signaling ; R-HSA-2219530|Constitutive Signaling by Aberrant PI3K in Cancer ; R-HSA-5673001|RAF/MAP kinase cascade ; R-HSA-6785631|ERBB2 Regulates Cell Motility ; R-HSA-6811558|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling ; R-HSA-8847993|ERBB2 Activates PTK6 Signaling ; R-HSA-8863795|Downregulation of ERBB2 signaling ; R-HSA-9664565|Signaling by ERBB2 KD Mutants ; R-HSA-9665686|Signaling by ERBB2 TMD/JMD mutants"
146057,TTBK2,R-HSA-5620912|Anchoring of the basal body to the plasma membrane
146183,OTOA,R-HSA-163125|Post-translational modification: synthesis of GPI-anchored proteins
146198,ZFP90,R-HSA-212436|Generic Transcription Pathway
146330,FBXL16,R-HSA-8951664|Neddylation ; R-HSA-983168|Antigen processing: Ubiquitination & Proteasome degradation
146433,IL34,R-HSA-449836|Other interleukin signaling ; R-HSA-9680350|Signaling by CSF1 (M-CSF) in myeloid cells
146434,ZNF597,R-HSA-212436|Generic Transcription Pathway
146540,ZNF785,R-HSA-212436|Generic Transcription Pathway
146542,ZNF688,R-HSA-212436|Generic Transcription Pathway
146664,MGAT5B,R-HSA-8932504|DAG1 core M2 glycosylations
146712,QTGAL,R-HSA-913709|O-linked glycosylation of mucins
146713,RBFOX3,R-HSA-9768919|NPAS4 regulates expression of target genes
146722,CD300LF,R-HSA-198933|Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
